index,cid,smiles,hepatotoxicity,score,set
4084,47936,C=C[C@@]1(C)CC(=O)[C@]2(O)[C@@]3(C)[C@@H](O)CCC(C)(C)[C@@H]3[C@H](O)[C@H](OC(C)=O)[C@@]2(C)O1,True,1.0,TRAIN
4085,452110,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,False,1.0,TRAIN
4086,5753,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,True,1.0,TRAIN
4087,854019,CN1C(=O)CC[C@H]1c1cnccc1,False,0.0,TRAIN
4088,54682651,CC(=O)CC(c1ccc(Cl)cc1)c1c(O)c2ccccc2oc1=O,True,1.0,TRAIN
4089,2871,CCOP(=S)(OCC)Oc1cc2c(cc1)c(C)c(Cl)c(=O)o2,True,1.0,TRAIN
4090,54678504,O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21,True,1.0,TRAIN
4091,5281707,O=c1oc2c(ccc(O)c2)c2c1c1c(cc(O)cc1)o2,True,1.0,TEST
4092,9956127,O=C(O)c1cccc(C[C@@H]2COc3c(cc(OCc4nc5c(ccc(F)c5)s4)cc3)[C@@H]2O)c1,True,1.0,TRAIN
4093,9885850,NC(=O)N1C(=O)C(C(=O)c2cc(Cl)cs2)c2cc(F)c(Cl)cc21,True,1.0,TRAIN
4094,9867257,O=C(O)C1(c2cc3c(cc2)[C@H](O)[C@@H](Cc2ccc(-c4ccccc4)cc2)CO3)CCCC1,True,1.0,TRAIN
4095,18551400,CC(Cc1ccc(OCC(=O)O)cc1)NCC(O)c1csc(C(F)(F)F)n1,True,1.0,TRAIN
4096,9821217,COc1c(CN[C@H]2CCCN[C@H]2c2ccccc2)cc(OC(F)(F)F)cc1,True,1.0,TRAIN
4097,10021362,Oc1cc2c(cc1)[C@H](O)[C@H](N1CCC(O)(c3ccc(F)cc3)CC1)CO2,True,1.0,TRAIN
4098,9799979,CCc1nn(C2CCCCC2)c2c1ccc(C1(C#N)CCC(C(=O)O)CC1)c2,True,1.0,TRAIN
4099,9839190,CNCc1ccc(NC(=O)c2c[nH]c3c2C(=O)CCC3)cc1,True,1.0,TRAIN
4100,9910393,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3CCCc3cc3c2CCC3)c1,True,1.0,TRAIN
4101,10407399,CC(C)(O)c1ccc(CNC(=O)c2cccnc2Oc2ccc(F)cc2)cc1,True,1.0,TRAIN
4102,9831581,CCOc1nc2c(cc1)[nH]cc(C(=O)NCc1ccccc1)c2=O,True,1.0,TRAIN
4103,9869142,O=C(O)CCN(C1(C(=O)NO)CCCC1)S(=O)(=O)c1ccc(Oc2ccc(F)cc2)cc1,True,1.0,TRAIN
4104,10145345,CC[C@@H]1C[C@H](N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C(C)=O)c2c(ccc(C(F)(F)F)c2)N1C(=O)OC(C)C,True,1.0,TRAIN
4105,9866250,O=C(NO)C1(NS(=O)(=O)c2ccc(Oc3ccc(F)cc3)cc2)CCOCC1,True,1.0,TRAIN
4106,9861124,CNCc1c(Oc2cc(Cl)c(Cl)cc2)ccc(F)c1,True,1.0,TRAIN
4107,9865929,CC(C)(O)c1ccc(CNC(=O)c2cccnc2Oc2cc3nonc3cc2)cc1,True,1.0,TRAIN
4108,9819350,Cc1cc(NC(=O)C(=O)O)cc(C)c1Oc1c2CCCc2c(O)cc1,True,1.0,VALIDATION
4109,10132209,Cc1nc(N2C[C@@H](C)N(c3nc([C@@H](C)O)ncc3)[C@@H](C)C2)nc(C)n1,True,1.0,TRAIN
4110,9955578,C[C@@H](Oc1cc(F)c(CNC(=O)c2cccnc2Oc2cc3c(cc2)OCO3)cc1)C(=O)O,True,1.0,TRAIN
4111,9888347,CC[C@H]1CC[C@H](NCc2cc3c(cc2OC)[C@H]2C[C@H]2C(=O)N3C)[C@H](c2ccccc2)N1,True,1.0,TRAIN
4112,9949821,CC(C)c1nnc2ccc(-c3c(-c4c(F)ccc(F)c4)nco3)cn12,True,1.0,VALIDATION
4113,588,CN1CC(=O)N=C1N,False,0.0,TRAIN
4114,38072,O=C(O)Cn1c2ccccc2c(=O)c2ccccc21,True,1.0,TRAIN
4115,2883,CC=CC(=O)N(CC)c1ccccc1C,True,1.0,TRAIN
4116,20138,CC=CC=O,False,1.0,TRAIN
4117,5360232,CC=CC=NNC(=O)c1ccncc1,True,1.0,TRAIN
4118,9300,CNP(=O)(OC)Oc1c(Cl)cc(C(C)(C)C)cc1,True,1.0,TRAIN
4119,73773,CN(C)c1ccc(C2(c3ccc(N(C)C)cc3)OC(=O)c3cc(N(C)C)ccc32)cc1,True,1.0,TRAIN
4120,6629,CC(C)(OO)c1ccccc1,True,1.0,TRAIN
4121,8820,N#CCC(=O)NN,False,1.0,TRAIN
4122,9864,N#CN,False,0.0,TRAIN
4123,9740,N#CCC(=O)O,False,1.0,TRAIN
4124,93221,Cc1cc(C(C)(C)C)c(O)c(C)c1Cn1c(=O)n(Cc2c(C)c(O)c(C(C)(C)C)cc2C)c(=O)n(Cc2c(C)c(O)c(C(C)(C)C)cc2C)c1=O,True,1.0,TRAIN
4125,7956,O=c1[nH]c(=O)[nH]c(=O)[nH]1,True,1.0,VALIDATION
4126,9862076,Cc1ccc(-c2c(Cl)nc(C#N)n2S(=O)(=O)N(C)C)cc1,True,1.0,TRAIN
4127,91590,CSc1nc(NC2CC2)nc(NC(C)(C)C)n1,True,1.0,TRAIN
4128,19003,CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O,False,1.0,TRAIN
4129,2893,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,True,1.0,TRAIN
4130,6076,Nc1c2ncn([C@@H]3O[C@@H]4COP(=O)(O)O[C@H]4[C@H]3O)c2ncn1,False,1.0,TRAIN
4131,14337,CCSC(=O)N(CC)C1CCCCC1,True,1.0,TRAIN
4132,35803,COC(=O)Nc1nc2c(cc(C(=O)C3CC3)cc2)[nH]1,True,1.0,TEST
4133,19494,O=C(O)C1CCC1,False,1.0,TRAIN
4134,79414,O=C(c1ccccc1)C1CCC1,True,1.0,TRAIN
4135,15595,OC1CCCCCCCCCCC1,True,1.0,TRAIN
4136,13246,O=C1CCCCCCCCCCC1,True,1.0,TRAIN
4137,15512,OCC1CC=CCC1,False,1.0,VALIDATION
4138,15290,SC1CCCCC1,False,1.0,TEST
4139,6197,C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1,True,1.0,TRAIN
4140,12837,O=C(c1ccccc1)C1CCCCC1,True,1.0,TRAIN
4141,10839,CC1CCCCN1CCCOC(=O)c1ccc(OC2CCCCC2)cc1,True,1.0,TRAIN
4142,442972,CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,True,1.0,TRAIN
4143,10409,O=C1CCCCCCCCCCCCCC1,True,1.0,TRAIN
4144,15510,SC1CCCC1,False,1.0,TRAIN
4145,7298,OC1CCCC1,True,1.0,TRAIN
4146,8452,O=C1CCCC1,True,1.0,TRAIN
4147,14500,ON=C1CCCC1,False,1.0,TRAIN
4148,2904,NS(=O)(=O)c1c(Cl)cc2NC(CC3CCCC3)NS(=O)(=O)c2c1,True,1.0,TRAIN
4149,123114,O=CC1CC1,False,1.0,TRAIN
4150,2910,NS(=O)(=O)c1c(Cl)cc2NC(C3CC4C=CC3C4)NS(=O)(=O)c2c1,False,1.0,TRAIN
4151,11366,COc1c(O)ccc(C=C2CCCC(=Cc3cc(OC)c(O)cc3)C2=O)c1,True,1.0,VALIDATION
4152,10357917,C/C(=C1\CCOC(=O)S1)N(C=O)Cc1cnc(C)nc1N,False,1.0,TRAIN
4153,180089,CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2c(F)cc(C#N)cc2)cc1,True,1.0,TRAIN
4154,23603,NC(=O)C1c2ccccc2CCc2ccccc21,False,1.0,TRAIN
4155,5364079,CCNC(=O)NC(=O)/C(C#N)=N/OC,True,1.0,TRAIN
4156,38283,CC(C)=CC1C(C(=O)OC(C#N)c2cc(Oc3ccccc3)ccc2)C1(C)C,True,1.0,TRAIN
4157,86132,CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,True,1.0,TRAIN
4158,17693,O=C(Nc1cc(Cl)c(Cl)cc1)C1CC1,True,1.0,TRAIN
4159,597,Nc1ccnc(=O)[nH]1,False,1.0,TRAIN
4160,8532,O=c1c2ccccc2c(=O)c2c3[nH]c4c(Cl)cc5c(=O)c6ccccc6c(=O)c5c4[nH]c3c(Cl)cc12,True,1.0,TRAIN
4161,83511,O=C1OC2(c3cc(Br)c(O)c(Br)c3Oc3c(Br)c(O)c(Br)cc32)c2c(Cl)c(Cl)c(Cl)c(Cl)c12,True,1.0,TRAIN
4162,6680,Cc1ccc(Nc2c3C(=O)c4ccccc4C(=O)c3c(O)cc2)cc1,True,1.0,TEST
4163,439240,OC1OC[C@@H](O)[C@H](O)[C@@H]1O,False,1.0,TRAIN
4164,11914,O=C(O)[C@H](O)c1ccccc1,False,0.0,TRAIN
4165,6036,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O,False,1.0,TRAIN
4166,71080,C[C@@H](N)C(=O)O,False,0.0,TRAIN
4167,129319,CCNC(=O)NCCCOc1cccc(CN2CCCCC2)c1,True,1.0,TEST
4168,20353,Cc1c(C)c2c(CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2)c(C)c1OC(=O)CCC(=O)O,True,1.0,TRAIN
4169,54343,O=C(O)Cc1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1,False,1.0,VALIDATION
4170,71750,Nc1cc2c(cc1)N=C1c3ccccc3C(=O)N1C2,True,1.0,TRAIN
4171,2950,O=C1c2c(C(=O)c3c1cccc3O)c(O)ccc2,True,1.0,TRAIN
4172,71353,CN(C)[C@@H](CCOc1cccc2ccccc12)c1ccccc1,True,1.0,TEST
4173,94154,OC[C@@H](O)C(O)[C@H](O)CO,False,1.0,VALIDATION
4174,60870,Cc1c(CCC(=O)c2ccc(CC3SC(=O)NC3=O)cc2)nc(-c2ccccc2)o1,True,1.0,VALIDATION
4175,177236,COc1cc(OC)nc(O[C@H](C(=O)O)C(OC)(c2ccccc2)c2ccccc2)n1,False,1.0,TRAIN
4176,83887,N[C@H](CC(=O)O)C(=O)O,False,1.0,VALIDATION
4177,53555,Cc1c(Cn2ccnc2)c2ccccc2n1CCC(=O)O,False,1.0,TRAIN
4178,10788,CN1CSC(=S)N(C)C1,True,1.0,TRAIN
4179,53001,O=C(O)c1ccc(OCCn2ccnc2)cc1,False,1.0,TRAIN
4180,159055,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,False,0.0,TRAIN
4181,92094,Cc1cc(O)cc2c1O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)CC2,False,1.0,TRAIN
4182,10913,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,True,1.0,TRAIN
4183,8175,CCCCCCCCCC=O,True,1.0,TRAIN
4184,15600,CCCCCCCCCC,True,1.0,TRAIN
4185,5192,O=C(O)CCCCCCCCC(=O)O,False,0.0,VALIDATION
4186,74791,CCCCCCCCCC#N,False,1.0,TRAIN
4187,142752,CCCCCCCCCC(=O)NO,False,1.0,TRAIN
4188,2969,CCCCCCCCCC(=O)O,True,3.0,TRAIN
4189,29112,CCCCCCCCCCOc1c(OCC)cc2[nH]cc(C(=O)OCC)c(=O)c2c1,False,1.0,TRAIN
4190,8167,CCCCCCCCCCOC(C)=O,True,1.0,TRAIN
4191,62142,CCCCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,True,1.0,TRAIN
4192,18510,C=C(C)C(=O)OCCCCCCCCCC,False,1.0,VALIDATION
4193,16541,C=CC(=O)OCCCCCCCCCC,True,1.0,TRAIN
4194,7716,CCCCCCCCCCc1ccccc1,True,1.0,TEST
4195,22563,CC(C)Nc1nc(Cl)nc(N)n1,False,1.0,TRAIN
4196,189821,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,True,1.0,TRAIN
4197,6674,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C,False,1.0,TRAIN
4198,5881,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,True,1.0,TRAIN
4199,14709,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,True,1.0,TRAIN
4200,92855,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,True,1.0,TRAIN
4201,13878,CCNc1nc(Cl)nc(N)n1,True,1.0,TEST
4202,40585,CC1(C)[C@H](C(=O)O[C@H](C#N)c2cc(Oc3ccccc3)ccc2)[C@@H]1C=C(Br)Br,True,1.0,TRAIN
4203,12777,CCCC1CCCC(=O)O1,True,1.0,TEST
4204,28213,CCS(=O)(=O)CCSP(=O)(OC)OC,True,1.0,TRAIN
4205,13756,O=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,False,1.0,TRAIN
4206,5311064,COc1c(OC)cc(CCNC[C@H](O)c2ccc(O)cc2)cc1,False,1.0,TRAIN
4207,5952,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,True,1.0,TRAIN
4208,3058754,COc1c(F)cc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,True,1.0,TRAIN
4209,8550,COC(=O)[C@H]1[C@H]2C[C@@H]3c4c(CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC)c1ccccc1[nH]4,True,1.0,TRAIN
4210,24743,CCOC(=O)Nc1cc(OC(=O)Nc2ccccc2)ccc1,True,1.0,TEST
4211,5273621,COc1cc(=O)oc(/C=C/c2ccccc2)c1,True,1.0,TRAIN
4212,2997,O=C1CN=C(c2ccccc2)c2c(ccc(Cl)c2)N1,False,1.0,VALIDATION
4213,5311066,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,False,0.0,TRAIN
4214,5311067,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,True,1.0,TRAIN
4215,11876263,CC(C)(C)C(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,False,1.0,TRAIN
4216,443375,CN1C(=O)[C@@H](NC(=O)c2cc3ccccc3[nH]2)N=C(c2ccccc2)c2ccccc21,True,1.0,TRAIN
4217,236702,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,True,1.0,TRAIN
4218,63049,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,True,1.0,TRAIN
4219,16752,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)c1ccncc1,True,1.0,TRAIN
4220,63047,CCCCC(=O)O[C@]1(C(=O)CO)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,True,1.0,VALIDATION
4221,68841,N[C@@H](COP(=O)(O)O)C(=O)O,False,1.0,TRAIN
4222,39912,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,False,1.0,TRAIN
4223,21138,CC(C)NC[C@@H](O)COc1cccc2ccccc12,True,1.0,VALIDATION
4224,439709,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,False,1.0,TEST
4225,11850,OC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO,True,3.0,TRAIN
4226,10690,O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,False,1.0,TRAIN
4227,145815,NC(=O)CC[C@@H](N)C(=O)O,False,1.0,TRAIN
4228,16891,C=C(C)C(=O)OCCOCCOC(=O)C(=C)C,False,1.0,VALIDATION
4229,101560,CC(COCC(C)OC(=O)c1ccccc1)OC(=O)c1ccccc1,True,1.0,TRAIN
4230,82751,CCCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCCC,False,1.0,TRAIN
4231,26248,CC(=O)Oc1cccc2c1C(=O)c1c(cc(C(=O)O)cc1OC(C)=O)C2=O,True,1.0,TRAIN
4232,17499,CC(=O)Nc1ccc(OC(C)=O)cc1,False,1.0,TRAIN
4233,25146,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,True,1.0,TRAIN
4234,28700,CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C,False,1.0,TEST
4235,16590,C=CCSSCC=C,False,1.0,VALIDATION
4236,8560,C=CCOC(=O)c1ccccc1C(=O)OCC=C,True,1.0,TRAIN
4237,16315,C=CCSSSCC=C,False,1.0,VALIDATION
4238,37384,CC(=O)Nc1ccc(OCCOCCOc2ccc(NC(C)=O)cc2)cc1,False,1.0,TEST
4239,8708,CCN(CC)CCOc1cc2c(cc1)nc(N(C)C)s2,False,1.0,TRAIN
4240,42725,Nc1ccc(C(=O)Nc2ccccc2N)cc1,True,1.0,TRAIN
4241,21453,COc1c(OC)cc(Cc2cnc(N)nc2N)cc1,False,1.0,TRAIN
4242,8689,c1ccc(N=NNc2ccccc2)cc1,True,1.0,TRAIN
4243,62277,O=C1C(N(CO)C(=O)NCO)N(CO)C(=O)N1CO,False,1.0,TRAIN
4244,13754,CCOP(=O)(OCC)Oc1nc(C(C)C)nc(C)c1,False,0.0,TEST
4245,470999,NC[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)O1,False,1.0,TRAIN
4246,9164,c1ccc2cc3c4ccccc4c4ccccc4c3cc2c1,True,1.0,TRAIN
4247,9216,c1ccc2Oc3ccccc3Oc2c1,True,1.0,TRAIN
4248,14589,O=C1c2ccccc2CCc2ccccc12,True,1.0,TRAIN
4249,3023,c1ccc2c(c1)sc1ccccc12,True,1.0,TRAIN
4250,75969,O=C(O[C@@H](C(=O)O)[C@@H](OC(=O)c1ccccc1)C(=O)O)c1ccccc1,False,1.0,TRAIN
4251,75557,O=C(N=NC(=O)OCc1ccccc1)OCc1ccccc1,True,1.0,TRAIN
4252,7657,c1ccc(COCc2ccccc2)cc1,False,1.0,TRAIN
4253,656655,O[C@@H]([C@H](O)[C@H](O)CBr)[C@H](O)CBr,False,1.0,TRAIN
4254,3024,BrCBr,False,0.0,TRAIN
4255,3025,CCCCOc1nc2ccccc2c(C(=O)NCCN(CC)CC)c1,True,1.0,TEST
4256,94314,CCC(C)SSC(C)CC,False,1.0,TRAIN
4257,7784,CCCCOC(=O)CCCCC(=O)OCCCC,True,1.0,TRAIN
4258,8830,CCCCOC(=O)CCC(=O)OCCCC,True,1.0,TRAIN
4259,7986,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,False,0.0,TRAIN
4260,16306,CCCCOC(=O)C(=O)OCCCC,False,1.0,VALIDATION
4261,6327349,CCCCO[P+](=O)OCCCC,False,1.0,TRAIN
4262,11002,CCCCSCCCC,False,1.0,TRAIN
4263,16682740,CCCC[Sn](CCCC)(OC(C)=O)OC(C)=O,True,1.0,TRAIN
4264,12688,CCCC[Sn](Cl)(Cl)CCCC,True,1.0,TRAIN
4265,16682738,CCCCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCCCCCCCCC,True,1.0,VALIDATION
4266,17168,COP(=S)(OC)Oc1c(Cl)cc([N+](=O)[O-])cc1,True,1.0,TRAIN
4267,65684,Cc1cc2c(cc1)NC1CCN(C)CC21,False,1.0,TRAIN
4268,3031,N#Cc1c(Cl)cccc1Cl,True,1.0,VALIDATION
4269,7328,CCOP(=S)(OCC)Oc1c(Cl)cc(Cl)cc1,True,1.0,TRAIN
4270,14145,CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,True,1.0,TRAIN
4271,8342,O=C1C(Cl)=C(Cl)C(=O)c2ccccc12,True,1.0,TEST
4272,8313,O=C(NC(O)C(Cl)(Cl)Cl)NC(O)C(Cl)(Cl)Cl,False,1.0,TRAIN
4273,37829,C=CCN(CC=C)C(=O)C(Cl)Cl,True,1.0,TRAIN
4274,77080,CCCCCCCC[Sn](Cl)(Cl)CCCCCCCC,True,1.0,TEST
4275,16726,O=c1[nH]c(=O)n(Cl)c(=O)n1Cl,False,1.0,TRAIN
4276,18177,N#CC(Cl)Cl,True,1.0,TRAIN
4277,6593,O=C(Cl)C(Cl)Cl,False,1.0,TRAIN
4278,6627,Cl[Si](Cl)(c1ccccc1)c1ccccc1,True,1.0,TRAIN
4279,3037,Oc1c(Cc2c(O)ccc(Cl)c2)cc(Cl)cc1,True,1.0,TRAIN
4280,31432,CC(C)(C)C(=O)C(Cl)Cl,False,1.0,TRAIN
4281,8427,CC(Oc1c(Cl)cc(Cl)cc1)C(=O)O,True,3.0,TRAIN
4282,456389,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,True,1.0,VALIDATION
4283,7430,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,True,1.0,TRAIN
4284,3081304,CCOc1nc(F)cc2nc(S(=O)(=O)Nc3c(Cl)cccc3Cl)nn12,True,1.0,TRAIN
4285,54676038,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,True,1.0,TRAIN
4286,6641,CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,True,1.0,TRAIN
4287,17356,C1CCC(SSC2CCCCC2)CC1,True,1.0,TRAIN
4288,6777,O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1,True,1.0,VALIDATION
4289,7582,C1CCC(NC2CCCCC2)CC1,True,1.0,TRAIN
4290,6673,C1C2OC2C2C1C1CC2C2OC12,False,1.0,TRAIN
4291,7188,S=C(SSC(=S)N1CCCCC1)N1CCCCC1,True,1.0,TRAIN
4292,6788,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC,False,1.0,TRAIN
4293,969491,ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]4C[C@@H]([C@H]5O[C@@H]45)[C@@H]3[C@@]1(Cl)C2(Cl)Cl,True,3.0,TRAIN
4294,667476,C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1,True,1.0,TRAIN
4295,5805243,C/C=C(C(=C/C)/c1ccc(OC(C)=O)cc1)\c1ccc(OC(C)=O)cc1,True,1.0,TRAIN
4296,7828,O=C(Cl)OCCOCCOC(=O)Cl,True,1.0,TRAIN
4297,91742,CCOc1c(OCC)cc(NC(=O)OC(C)C)cc1,True,1.0,TRAIN
4298,10024,CCOCOCC,False,1.0,TRAIN
4299,31249,CCOC(=O)CCC(=O)OCC,True,1.0,TRAIN
4300,7766,CCOC(=O)OCC,False,1.0,TRAIN
4301,8049,CCOC(=O)CCCCCCCCC(=O)OCC,True,1.0,TEST
4302,80168,CCCC(CCC)(C(=O)OCC)C(=O)OCC,False,1.0,TRAIN
4303,6534,CCOP(=O)(CC)OCC,False,1.0,TRAIN
4304,654,CCOP(=O)(O)OCC,False,0.0,TEST
4305,5271566,CCOC(=O)/C=C\C(=O)OCC,True,1.0,TRAIN
4306,12977,CCOP(O)OCC,True,1.0,TRAIN
4307,7761,CCOC(=O)CC(=O)OCC,True,1.0,TRAIN
4308,3051,CCOC(=O)OC(=O)OCC,False,1.0,VALIDATION
4309,12703,CCN(CC)C(C)=O,False,1.0,TRAIN
4310,19996,C=CC(=O)OCCOCCOC(=O)C=C,True,1.0,TRAIN
4311,8437,O=C(OCCOCCOC(=O)c1ccccc1)c1ccccc1,True,1.0,TRAIN
4312,8210,CCCCOCCOCCOCCCC,False,1.0,TRAIN
4313,8179,CCOCCOCCOCC,False,1.0,TRAIN
4314,8150,COCCOCCOC,True,1.0,TRAIN
4315,8134,COCCOCCO,True,1.0,VALIDATION
4316,12051,CCN(C=O)CC,False,1.0,TRAIN
4317,448537,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,True,1.0,TRAIN
4318,3032325,CC/C(=C(/CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1,False,1.0,TRAIN
4319,657220,CCC(=O)Oc1ccc(/C(CC)=C(\CC)c2ccc(OC(=O)CC)cc2)cc1,True,1.0,TRAIN
4320,86173,CC1COC(Cn2cncn2)(c2c(Cl)cc(Oc3ccc(Cl)cc3)cc2)O1,True,1.0,TEST
4321,208836,CC(C(O)c1ccccc1)N(C)CCOC(c1ccccc1)c1ccccc1,True,1.0,TRAIN
4322,91771,O=c1c(C2CC(c3ccc(-c4ccc(Br)cc4)cc3)Cc3ccccc32)c(O)sc2ccccc12,True,1.0,TRAIN
4323,91670,CCCCC(=O)OCC(=O)[C@H]1[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,True,1.0,TRAIN
4324,443936,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,False,0.0,TRAIN
4325,132932,COc1ccc(-n2nc(C(F)F)cc2-c2ccc(S(C)=O)cc2)cc1,True,1.0,VALIDATION
4326,30717,O=C1c2ccccc2CN2C(=O)c3ccccc3CN12,False,1.0,TEST
4327,7586,c1cc(OCC2CO2)cc(OCC2CO2)c1,True,1.0,TRAIN
4328,15478,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2C[C@@H](O)[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O,True,1.0,TRAIN
4329,8046,CCCCCCOC(=O)CCCCC(=O)OCCCCCC,True,1.0,TRAIN
4330,6786,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,True,1.0,TRAIN
4331,10230,NNc1nnc(NN)c2ccccc12,False,0.0,TRAIN
4332,10353,CC1CCC(C(C)(C)O)CC1,False,1.0,TRAIN
4333,519382,CC(=O)CCC1=C(C)CCCC1(C)C,True,1.0,TRAIN
4334,107715,CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4c5c(c[nH]c5ccc4)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O,True,1.0,VALIDATION
